Representative Name,Product,State,Sale Amount,Quarter
Birdie Carter,beanie baby,Texas,9009.20,Q3
Mary Townsend,401k,New York,3790.10,Q3
Jason Park,snake,Texas,205.91,Q3
Jeanette Robertson,watermelon,California,1197.33,Q3
Nelle Alexander,homeopathic remedy,New York,437.07,Q3
Shawn Martin,homeopathic remedy,Texas,2628.19,Q3
Jeremiah Norton,snake,New York,959.41,Q3
Amelia Pope,snake,Florida,3941.38,Q3
Cordelia Washington,beanie baby,Massachusetts,3090.28,Q3
Nora Brooks,snake,New York,128.98,Q3
Caroline Berry,401k,Florida,4647.40,Q3
Edgar Wilkins,snake,Massachusetts,3787.77,Q3
Stephen Baker,401k,Massachusetts,125.80,Q3
Mamie Roy,beanie baby,California,219.85,Q3
James Green,snake,Florida,701.75,Q3
Theresa Frazier,401k,New York,166.95,Q3
Douglas Edwards,401k,California,34.60,Q3
Estelle Zimmerman,401k,Massachusetts,373.39,Q3
Marc Bell,homeopathic remedy,New York,5206.63,Q3
Mary Townsend,homeopathic remedy,Florida,359.91,Q3
Genevieve Thornton,401k,New York,6966.75,Q3
Estelle Zimmerman,401k,Texas,1987.14,Q3
Nora Gray,watermelon,Massachusetts,621.70,Q3
Ida Hale,snake,Texas,484.65,Q3
Gilbert Horton,snake,Massachusetts,5958.65,Q3
Lula Thompson,watermelon,California,8933.62,Q3
Cordelia Washington,401k,Massachusetts,3333.00,Q3
Nannie Clarke,beanie baby,Texas,4899.91,Q3
Charlie West,401k,California,5558.77,Q3
Estelle Zimmerman,snake,New York,4167.35,Q3
Cordelia Washington,homeopathic remedy,Texas,988.31,Q3
Cordelia Washington,homeopathic remedy,Massachusetts,2042.25,Q3
Elmer McLaughlin,homeopathic remedy,Texas,782.63,Q3
Jeff Jennings,watermelon,Florida,4483.28,Q3
Theresa Frazier,watermelon,California,5235.15,Q3
Kenneth Hamilton,homeopathic remedy,New York,2517.54,Q3
Maude Hoffman,snake,Massachusetts,6222.70,Q3
Ida Ellis,snake,Texas,1537.98,Q3
May Webster,snake,Texas,383.53,Q3
Jeanette Robertson,homeopathic remedy,New York,2693.01,Q3
Laura Morrison,watermelon,California,1.45,Q3
Nora Brooks,401k,Texas,1231.84,Q3
Caroline Berry,watermelon,California,1211.34,Q3
Eleanor Ford,snake,California,2583.92,Q3
Addie Sutton,beanie baby,Massachusetts,116.55,Q3
Jason Park,beanie baby,Florida,2483.78,Q3
Warren Warren,beanie baby,New York,75.28,Q3
Genevieve Thornton,watermelon,Texas,5197.64,Q3
Virgie Walton,401k,Texas,7319.85,Q3
Ivan Moore,snake,Florida,868.15,Q3
Nora Brooks,beanie baby,Florida,9711.51,Q3
Maude Hoffman,homeopathic remedy,Texas,4240.97,Q3
Rodney Day,homeopathic remedy,California,8066.16,Q3
Nora Gray,401k,California,1590.54,Q3
Alice McGuire,401k,California,4138.08,Q3
Jeanette Robertson,401k,Florida,6811.50,Q3
Emma Holmes,watermelon,Massachusetts,5392.90,Q3
Abbie Jenkins,401k,Massachusetts,2851.99,Q3
Mae Summers,watermelon,Massachusetts,6852.40,Q3
Winnie Norman,homeopathic remedy,Florida,4649.62,Q3
Ian Miller,homeopathic remedy,Massachusetts,5.11,Q3
Lela Harvey,beanie baby,New York,6677.55,Q3
Elmer McLaughlin,401k,New York,2846.97,Q3
Mark Parks,401k,New York,6486.18,Q3
Nora Brooks,401k,Florida,0.19,Q3
Samuel Yates,watermelon,Florida,3052.14,Q3
Ivan Moore,homeopathic remedy,California,4366.16,Q3
Gertrude Harrington,401k,Massachusetts,2870.95,Q3
Lelia Graves,snake,New York,1229.15,Q3
Virgie Walton,401k,California,813.92,Q3
Addie Sutton,beanie baby,Texas,1842.88,Q3
Iva Holmes,401k,California,8831.86,Q3
Nettie Copeland,watermelon,New York,1146.53,Q3
Jose Harmon,beanie baby,Texas,4106.45,Q3
Addie Sutton,homeopathic remedy,New York,5161.08,Q3
Theresa Frazier,snake,Florida,5269.92,Q3
Laura Morrison,401k,Massachusetts,3028.54,Q3
Gary Griffith,beanie baby,Massachusetts,750.75,Q3
Emma Holmes,watermelon,Texas,2439.45,Q3
Alejandro Castro,snake,California,1518.77,Q3
Tom Massey,homeopathic remedy,New York,7402.62,Q3
Jason Park,beanie baby,New York,2407.07,Q3
Lula Thompson,homeopathic remedy,Texas,7527.37,Q3
Laura Morrison,watermelon,New York,1564.20,Q3
Estelle Zimmerman,snake,Florida,2194.76,Q3
May Webster,401k,Texas,8660.61,Q3
Richard Luna,snake,California,2452.50,Q3
Antonio Walton,snake,New York,7459.90,Q3
Marguerite Poole,homeopathic remedy,Texas,5159.21,Q3
Virgie Walton,homeopathic remedy,California,898.21,Q3
Tom Massey,401k,California,1938.03,Q3
Caroline Berry,watermelon,Massachusetts,36.42,Q3
Rodney Day,snake,Texas,138.55,Q3
Virgie Walton,401k,Massachusetts,3024.81,Q3
Tom Massey,snake,Massachusetts,2374.67,Q3
Charlie West,snake,New York,1224.95,Q3
Maude Hoffman,snake,California,327.87,Q3
Winnie Norman,watermelon,Florida,48.71,Q3
Birdie Carter,snake,Massachusetts,9109.62,Q3
Annie Perkins,snake,Florida,6022.11,Q3
Hulda Munoz,401k,New York,1.45,Q3
Virgie Walton,homeopathic remedy,Massachusetts,3281.13,Q3
Manuel Boyd,snake,Texas,1.51,Q3
Georgie West,homeopathic remedy,Texas,1623.61,Q3
Caroline Berry,401k,Massachusetts,8201.02,Q3
Troy Ballard,homeopathic remedy,Texas,149.03,Q3
Annie Perkins,snake,New York,1581.44,Q3
Johnny Wagner,snake,Florida,7093.91,Q3
Isabella Santiago,beanie baby,Florida,0.56,Q3
Richard Luna,watermelon,Florida,838.18,Q3
Shane Estrada,watermelon,Massachusetts,1200.38,Q3
Nora Brooks,beanie baby,New York,2870.89,Q3
Mary Townsend,401k,Texas,2400.84,Q3
Virgie Walton,watermelon,Texas,9483.95,Q3
Myrtle Hodges,beanie baby,Massachusetts,4884.11,Q3
Virgie Walton,watermelon,California,1150.25,Q3
Rodney Day,401k,Massachusetts,7534.52,Q3
Lelia Bowen,401k,New York,3773.87,Q3
Ina Evans,watermelon,Florida,118.95,Q3
Hulda Munoz,beanie baby,Florida,43.36,Q3
Caroline Berry,401k,California,1855.79,Q3
Douglas Edwards,snake,Massachusetts,456.47,Q3
Charlotte Bryan,watermelon,Florida,7760.40,Q3
Jeremiah Norton,snake,New York,857.23,Q3
Irene Webster,401k,New York,357.90,Q3
Mark Parks,snake,Massachusetts,8838.09,Q3
Ian Miller,401k,Massachusetts,2641.06,Q3
James Green,401k,Massachusetts,11.78,Q3
Richard Logan,homeopathic remedy,Texas,2099.24,Q3
Jose Harmon,beanie baby,Texas,2415.80,Q3
Richard Logan,homeopathic remedy,California,2469.88,Q3
Elmer McLaughlin,snake,Texas,732.43,Q3
Laura Morrison,beanie baby,Massachusetts,1579.44,Q3
Ida Ellis,snake,California,4012.11,Q3
Antonio Walton,401k,Florida,4098.17,Q3
Georgie West,401k,Texas,1132.39,Q3
Lelia Bowen,snake,California,6974.87,Q3
Sophia Stephens,snake,New York,9655.03,Q3
Tom Massey,beanie baby,Massachusetts,5164.35,Q3
Irene Webster,snake,Florida,5376.23,Q3
Jeff Jennings,401k,Massachusetts,3563.87,Q3
Sally Tucker,beanie baby,Massachusetts,41.30,Q3
Helen Kelly,401k,New York,5.89,Q3
Theresa Frazier,watermelon,Massachusetts,7614.71,Q3
Lelia Graves,watermelon,California,9988.15,Q3
Mae Summers,beanie baby,Florida,169.35,Q3
Henrietta Wood,snake,Florida,1059.45,Q3
Maude Hoffman,homeopathic remedy,California,2530.26,Q3
Lelia Graves,homeopathic remedy,Massachusetts,200.11,Q3
Josephine Bowen,401k,Massachusetts,3639.27,Q3
Eleanor Ford,beanie baby,Texas,14.67,Q3
Nora Gray,401k,Florida,8103.99,Q3
Sophia Wilson,homeopathic remedy,Florida,1644.51,Q3
Helen Kelly,401k,Texas,2567.52,Q3
Edgar Wilkins,snake,Texas,6730.48,Q3
Curtis Cannon,watermelon,New York,866.13,Q3
Winnie Norman,watermelon,New York,7827.11,Q3
Myrtle Hodges,beanie baby,Texas,3407.96,Q3
Addie Sutton,beanie baby,Texas,5072.84,Q3
Ida Hale,beanie baby,Massachusetts,2257.73,Q3
Ian Miller,401k,Massachusetts,2684.44,Q3
Josephine Bowen,401k,Texas,4010.15,Q3
Virgie Walton,homeopathic remedy,California,0.09,Q3
Richard Logan,homeopathic remedy,Florida,60.86,Q3
Lelia Bowen,beanie baby,Massachusetts,944.03,Q3
Viola Watson,401k,New York,2501.01,Q3
Alejandro Castro,snake,California,19.59,Q3
Marguerite Poole,snake,Florida,9009.11,Q3
Jason Park,401k,California,1349.68,Q3
Birdie Carter,beanie baby,Florida,899.85,Q3
Birdie Simmons,homeopathic remedy,California,3010.03,Q3
Eleanor Ford,homeopathic remedy,Florida,5565.06,Q3
Charlotte Bryan,beanie baby,New York,2.37,Q3
Tom Massey,snake,Massachusetts,117.23,Q3
Charlie West,beanie baby,New York,4906.85,Q3
Isabelle Mills,beanie baby,Florida,786.86,Q3
Jesus Hampton,beanie baby,Florida,4912.20,Q3
Eleanor Ford,beanie baby,Florida,6942.49,Q3
Nettie Copeland,watermelon,Massachusetts,22.12,Q3
Bruce Berry,401k,New York,2194.15,Q3
Ida Ellis,snake,Texas,110.47,Q3
Winnie Norman,snake,Massachusetts,2747.81,Q3
Kenneth Hamilton,401k,Texas,1811.10,Q3
Tom Massey,homeopathic remedy,Texas,1678.84,Q3
Iva Holmes,beanie baby,New York,1.70,Q3
Antonio Walton,homeopathic remedy,Florida,3.51,Q3
Marc Bell,snake,California,5009.19,Q3
Mary Townsend,watermelon,California,2641.01,Q3
James Green,homeopathic remedy,Texas,8104.98,Q3
Richard Luna,homeopathic remedy,California,2717.36,Q3
Nettie Copeland,401k,California,2576.17,Q3
Rodney Day,snake,California,6421.42,Q3
Angel Reese,beanie baby,Massachusetts,7642.23,Q3
Manuel Boyd,beanie baby,Texas,2534.88,Q3
Emma Holmes,beanie baby,Massachusetts,8208.00,Q3
Isabella Santiago,401k,New York,2644.48,Q3
James Green,homeopathic remedy,California,274.39,Q3
Marc Bell,401k,Florida,1010.05,Q3
Lottie Graham,beanie baby,New York,35.21,Q3
Annie Perkins,snake,Florida,8257.94,Q3
Rodney Day,401k,Texas,9772.37,Q3
Tillie Bryant,homeopathic remedy,Massachusetts,6256.17,Q3
Caroline Berry,snake,Massachusetts,4229.43,Q3
Alejandro Castro,homeopathic remedy,Massachusetts,2687.72,Q3
Kenneth Hamilton,401k,Texas,12.89,Q3
Lela Harvey,watermelon,Massachusetts,221.72,Q3
Sally Tucker,homeopathic remedy,New York,446.93,Q3
Rodney Day,snake,California,8362.14,Q3
Estelle Zimmerman,401k,California,704.51,Q3
Ina Evans,snake,California,7131.49,Q3
Tom Massey,401k,New York,4415.98,Q3
Georgie West,beanie baby,New York,4520.50,Q3
Winnie Norman,snake,Texas,363.37,Q3
Ricky Burgess,401k,Texas,3983.03,Q3
Eva Carter,401k,Florida,6679.12,Q3
Sally Tucker,watermelon,Florida,845.88,Q3
Laura Morrison,homeopathic remedy,Massachusetts,433.15,Q3
Ida Ellis,401k,New York,997.63,Q3
Isabelle Mills,401k,Texas,50.77,Q3
Mamie Roy,homeopathic remedy,California,2723.61,Q3
Birdie Simmons,homeopathic remedy,Texas,0.20,Q3
Virgie Walton,snake,Florida,2865.56,Q3
Genevieve Thornton,homeopathic remedy,California,8285.82,Q3
Gertrude Harrington,snake,Massachusetts,1643.14,Q3
Rodney Day,watermelon,New York,1911.18,Q3
Ivan Moore,watermelon,New York,8318.09,Q3
Mamie Roy,snake,California,8439.87,Q3
May Webster,snake,California,4761.33,Q3
Birdie Carter,beanie baby,Florida,5581.73,Q3
Elmer McLaughlin,401k,California,7312.16,Q3
Mark Parks,watermelon,New York,6925.35,Q3
Jose Harmon,homeopathic remedy,California,390.06,Q3
Antonio Walton,beanie baby,Texas,1883.11,Q3
Sophia Stephens,homeopathic remedy,Texas,9276.94,Q3
Cody Duncan,snake,California,466.02,Q3
Antonio Walton,beanie baby,Massachusetts,6553.71,Q3
Roxie McCormick,watermelon,Texas,8032.36,Q3
Rodney Day,snake,California,7261.31,Q3
Theresa Frazier,snake,Texas,5183.19,Q3
Gilbert Horton,snake,Massachusetts,2285.62,Q3
Jeanette Robertson,watermelon,New York,6317.24,Q3
Jose Harmon,homeopathic remedy,Florida,1057.07,Q3
Roxie McCormick,401k,New York,4225.62,Q3
Stephen Baker,401k,New York,8718.19,Q3
Lela Harvey,watermelon,Florida,2263.10,Q3
Estella Dawson,watermelon,New York,498.29,Q3
Ian Miller,401k,Massachusetts,4596.78,Q3
Isabelle Mills,beanie baby,New York,3197.80,Q3
Mae Summers,snake,Florida,7552.86,Q3
Abbie Jenkins,401k,California,119.20,Q3
Lelia Graves,homeopathic remedy,Florida,342.33,Q3
Richard Luna,401k,New York,7460.79,Q3
Cordelia Washington,snake,New York,2663.96,Q3
Gertrude Harrington,401k,Massachusetts,7759.56,Q3
Jose Harmon,snake,Massachusetts,2278.00,Q3
Manuel Boyd,homeopathic remedy,California,2810.37,Q3
Ivan Moore,beanie baby,New York,4754.17,Q3
Estella Dawson,snake,Florida,8.21,Q3
Nora Gray,snake,Massachusetts,1304.46,Q3
Luis Gilbert,snake,Massachusetts,700.26,Q3
Shane Estrada,snake,Florida,8224.78,Q3
Nannie Clarke,401k,New York,3206.16,Q3
Marguerite Poole,snake,New York,3981.55,Q3
Eva Carter,homeopathic remedy,California,259.48,Q3
Hulda Munoz,401k,New York,6749.82,Q3
Shawn Martin,beanie baby,Texas,7182.53,Q3
Genevieve Thornton,snake,New York,3.79,Q3
Addie Sutton,401k,Florida,6067.23,Q3
James Green,snake,New York,138.77,Q3
Viola Watson,snake,California,6044.93,Q3
Ida Hale,watermelon,Florida,63.32,Q3
Marc Bell,watermelon,Florida,230.44,Q3
Elmer McLaughlin,beanie baby,New York,9194.93,Q3
May Webster,watermelon,New York,2030.07,Q3
Manuel Boyd,homeopathic remedy,New York,0.14,Q3
Isabelle Mills,401k,Florida,8557.62,Q3
Mae Summers,homeopathic remedy,Texas,4137.29,Q3
Myrtle Hodges,watermelon,Texas,9316.10,Q3
Eleanor Ford,beanie baby,Texas,4587.06,Q3
Alejandro Castro,beanie baby,Florida,295.02,Q3
Elmer McLaughlin,watermelon,California,281.88,Q3
Ida Hale,401k,Massachusetts,3055.58,Q3
May Webster,beanie baby,New York,8.50,Q3
Nora Brooks,homeopathic remedy,Massachusetts,6813.04,Q3
Nora Brooks,homeopathic remedy,Florida,2031.84,Q3
Alice McGuire,snake,Texas,218.02,Q3
Marc Bell,homeopathic remedy,California,1443.94,Q3
Samuel Yates,beanie baby,New York,1097.40,Q3
Jeremiah Norton,snake,New York,6988.05,Q3
Jesus Hampton,snake,Florida,955.01,Q3
Ivan Moore,snake,New York,3741.90,Q3
Kenneth Hamilton,watermelon,Texas,3068.75,Q3
Laura Morrison,watermelon,California,6731.50,Q3
Charlie West,homeopathic remedy,Texas,3266.16,Q3
Kenneth Hamilton,homeopathic remedy,California,117.91,Q3
Irene Webster,snake,Florida,1137.76,Q3
Birdie Simmons,watermelon,Massachusetts,34.76,Q3
Jeff Jennings,snake,Texas,2053.38,Q3
Marc Bell,snake,California,952.01,Q3
Billy Lucas,401k,Texas,71.48,Q3
Lelia Bowen,watermelon,Texas,2241.21,Q3
May Webster,snake,California,874.96,Q3
Mamie Roy,snake,Massachusetts,7865.36,Q3
Irene Webster,homeopathic remedy,Florida,8.63,Q3
Gary Griffith,watermelon,Texas,1793.41,Q3
Angel Reese,watermelon,Florida,3698.43,Q3
Nettie Copeland,watermelon,Florida,3081.59,Q3
Chris Atkins,401k,Florida,4431.33,Q3
Roxie McCormick,401k,New York,6514.68,Q3
Cordelia Washington,watermelon,Massachusetts,9058.72,Q3
Cordelia Washington,homeopathic remedy,Massachusetts,92.64,Q3
Nelle Alexander,homeopathic remedy,Texas,4966.36,Q3
Alice McGuire,snake,Florida,6578.76,Q3
Emily Gardner,beanie baby,Florida,1177.63,Q3
Shane Estrada,401k,Florida,764.29,Q3
Caroline Berry,beanie baby,Massachusetts,3200.68,Q3
Shane Estrada,snake,New York,8860.12,Q3
Mae Summers,homeopathic remedy,California,8054.95,Q3
Genevieve Thornton,watermelon,Texas,2579.01,Q3
Theresa Frazier,snake,New York,57.68,Q3
Richard Logan,401k,Texas,2181.61,Q3
Hulda Munoz,watermelon,Massachusetts,5752.25,Q3
Eva Carter,snake,New York,5606.23,Q3
Elmer McLaughlin,watermelon,Massachusetts,9205.11,Q3
Jason Park,snake,California,134.45,Q3
Mary Townsend,401k,Florida,588.69,Q3
Jose Harmon,watermelon,Texas,86.43,Q3
Sarah Massey,401k,Florida,21.86,Q3
Josephine Bowen,watermelon,Texas,7454.66,Q3
Eleanor Patrick,homeopathic remedy,California,965.54,Q3
Ina Evans,snake,Florida,1706.29,Q3
Sarah Massey,401k,Texas,1691.49,Q3
Warren Warren,beanie baby,Texas,2.61,Q3
Henrietta Wood,snake,Florida,112.84,Q3
Lelia Bowen,401k,Texas,60.40,Q3
Genevieve Thornton,beanie baby,Texas,1269.35,Q3
Eleanor Patrick,homeopathic remedy,California,401.74,Q3
Isabella Santiago,snake,Florida,303.16,Q3
Genevieve Thornton,homeopathic remedy,California,4826.36,Q3
Tom Massey,homeopathic remedy,California,1139.58,Q3
Laura Morrison,snake,Massachusetts,305.95,Q3
Lela Harvey,401k,Texas,7157.56,Q3
Ida Ellis,homeopathic remedy,Massachusetts,18.82,Q3
Lottie Graham,snake,California,9648.59,Q3
Sarah Massey,homeopathic remedy,New York,8633.63,Q3
Caroline Berry,snake,California,33.29,Q3
Chris Atkins,snake,New York,2003.88,Q3
Johnny Wagner,401k,California,288.79,Q3
Eleanor Patrick,snake,California,2829.01,Q3
Mary Townsend,401k,Massachusetts,1107.20,Q3
Johnny Wagner,watermelon,New York,6422.18,Q3
Mark Parks,401k,Massachusetts,38.37,Q3
Eleanor Patrick,watermelon,Massachusetts,3227.46,Q3
Nora Brooks,homeopathic remedy,Massachusetts,285.96,Q3
May Webster,beanie baby,New York,661.73,Q3
Ida Ellis,401k,Florida,6818.86,Q3
Isabelle Mills,401k,California,7277.19,Q3
Charlie West,snake,Florida,412.32,Q3
Jeanette Robertson,watermelon,New York,4557.39,Q3
Maude Hoffman,watermelon,Massachusetts,6128.77,Q3
Stephen Baker,homeopathic remedy,Florida,3460.78,Q3
Chris Atkins,401k,Texas,1890.16,Q3
Hulda Munoz,watermelon,Texas,6466.07,Q3
Elmer McLaughlin,snake,California,1354.22,Q3
Billy Lucas,snake,California,6.81,Q3
Sally Tucker,watermelon,Massachusetts,910.20,Q3
Winnie Norman,snake,Florida,3822.77,Q3
Eleanor Patrick,watermelon,California,8268.98,Q3
Estelle Zimmerman,beanie baby,New York,4747.33,Q3
Genevieve Thornton,snake,California,3332.14,Q3
Sophia Wilson,homeopathic remedy,Florida,411.39,Q3
Nannie Clarke,homeopathic remedy,California,48.37,Q3
Lela Harvey,watermelon,California,64.45,Q3
Lelia Graves,watermelon,Florida,1033.52,Q3
Myrtle Hodges,401k,California,2959.09,Q3
Alice McGuire,watermelon,Florida,20.48,Q3
Richard Luna,snake,New York,4620.83,Q3
Jesus Hampton,watermelon,California,47.51,Q3
Warren Warren,watermelon,California,4476.74,Q3
Charlotte Bryan,snake,California,67.21,Q3
Antonio Walton,snake,Texas,663.41,Q3
Lola Wade,401k,California,1034.26,Q3
Charlotte Bryan,homeopathic remedy,Florida,6768.57,Q3
Jesus Hampton,beanie baby,Florida,6430.11,Q3
Charlotte Bryan,401k,Massachusetts,26.13,Q3
Ian Miller,watermelon,New York,6679.77,Q3
Isabella Santiago,snake,Florida,4221.45,Q3
Stephen Baker,homeopathic remedy,Massachusetts,3045.24,Q3
Isabella Santiago,homeopathic remedy,Florida,3749.58,Q3
Viola Watson,watermelon,Texas,186.18,Q3
Charlotte Bryan,watermelon,Florida,2558.55,Q3
Ivan Moore,watermelon,Texas,2499.30,Q3
Ida Hale,watermelon,California,982.58,Q3
Birdie Simmons,snake,Florida,2766.21,Q3
Mark Parks,watermelon,Florida,7275.67,Q3
Jeff Jennings,watermelon,Texas,4507.22,Q3
Viola Watson,snake,Texas,4501.99,Q3
Myrtle Hodges,401k,California,2838.90,Q3
Ivan Moore,snake,Texas,4813.63,Q3
Isabella Santiago,homeopathic remedy,New York,654.68,Q3
Abbie Jenkins,homeopathic remedy,Florida,7442.85,Q3
Lela Harvey,homeopathic remedy,California,116.08,Q3
Sophia Stephens,beanie baby,Florida,6902.28,Q3
Georgie West,401k,California,325.65,Q3
Jeanette Robertson,homeopathic remedy,Florida,2215.57,Q3
Emma Holmes,watermelon,Massachusetts,1.56,Q3
Manuel Boyd,401k,Texas,5513.52,Q3
Jeremiah Norton,homeopathic remedy,New York,482.06,Q3
Myrtle Hodges,401k,California,7999.66,Q3
Jason Park,401k,Texas,12.99,Q3
Winnie Norman,snake,New York,389.75,Q3
Sally Tucker,401k,California,4403.58,Q3
May Webster,snake,California,4015.25,Q3
Ida Hale,snake,Florida,1099.60,Q3
Lelia Graves,watermelon,New York,9819.46,Q3
Shane Estrada,snake,California,75.64,Q3
Charlotte Bryan,watermelon,New York,3009.86,Q3
Charlie West,snake,Florida,3891.61,Q3
Emily Gardner,watermelon,Texas,3395.35,Q3
Troy Ballard,watermelon,Texas,7860.52,Q3
Viola Watson,401k,California,25.15,Q3
Mark Parks,401k,New York,1765.74,Q3
Isabella Santiago,401k,New York,6904.20,Q3
James Green,watermelon,California,5364.17,Q3
Jesus Hampton,watermelon,Massachusetts,4985.25,Q3
Mae Summers,watermelon,New York,700.33,Q3
Mae Summers,snake,Florida,9.33,Q3
Caroline Berry,401k,Massachusetts,3023.02,Q3
Birdie Simmons,beanie baby,Texas,4512.41,Q3
Amelia Pope,401k,Florida,9061.37,Q3
Warren Warren,homeopathic remedy,California,25.04,Q3
Nettie Copeland,401k,Texas,5539.79,Q3
Ida Ellis,snake,Texas,4674.02,Q3
Jesus Hampton,homeopathic remedy,Texas,6603.44,Q3
Alice McGuire,snake,California,3177.46,Q3
Edgar Wilkins,watermelon,Texas,7089.20,Q3
Cordelia Washington,snake,California,433.57,Q3
Isabella Santiago,homeopathic remedy,California,904.72,Q3
Shane Estrada,homeopathic remedy,Texas,8879.73,Q3
Samuel Yates,beanie baby,Massachusetts,5311.46,Q3
Roxie McCormick,watermelon,Massachusetts,14.69,Q3
Luis Gilbert,401k,Massachusetts,4723.03,Q3
Nannie Clarke,beanie baby,New York,9590.74,Q3
Maude Hoffman,homeopathic remedy,California,1475.79,Q3
Eva Carter,401k,Texas,7452.35,Q3
Stephen Baker,snake,California,108.00,Q3
Angel Reese,homeopathic remedy,Massachusetts,4128.07,Q3
Ina Evans,beanie baby,Texas,50.64,Q3
Henrietta Wood,homeopathic remedy,New York,5653.70,Q3
Tillie Bryant,watermelon,Massachusetts,4638.21,Q3
Marc Bell,401k,Florida,9331.52,Q3
Eleanor Ford,watermelon,California,6575.99,Q3
Roxie McCormick,beanie baby,Massachusetts,9908.12,Q3
Alejandro Castro,homeopathic remedy,Massachusetts,1004.53,Q3
Charlotte Bryan,401k,Florida,6780.59,Q3
Richard Luna,watermelon,Texas,18.62,Q3
Nannie Clarke,401k,California,0.03,Q3
Genevieve Thornton,beanie baby,Florida,9649.35,Q3
Cordelia Washington,homeopathic remedy,Massachusetts,6718.21,Q3
Jeff Jennings,snake,Massachusetts,3765.27,Q3
Gilbert Horton,snake,New York,5594.03,Q3
Theresa Frazier,homeopathic remedy,Texas,6920.88,Q3
Georgie West,beanie baby,Massachusetts,8719.95,Q3
Sally Tucker,401k,Massachusetts,2875.65,Q3
Jose Harmon,watermelon,Texas,8977.10,Q3
Emma Holmes,beanie baby,New York,4247.35,Q3
Rodney Day,watermelon,Florida,1772.39,Q3
Ian Miller,snake,Texas,897.10,Q3
Nora Brooks,watermelon,New York,3401.91,Q3
Henrietta Wood,watermelon,Florida,1957.07,Q3
Hulda Munoz,homeopathic remedy,New York,1699.42,Q3
Addie Sutton,snake,California,165.88,Q3
Lottie Graham,401k,Texas,354.66,Q3
Laura Morrison,snake,Texas,267.32,Q3
Ina Evans,homeopathic remedy,Texas,3224.57,Q3
Cody Duncan,watermelon,New York,4986.23,Q3
Amelia Pope,401k,Texas,35.21,Q3
Ricky Burgess,snake,Texas,5257.57,Q3
Sally Tucker,beanie baby,New York,9202.44,Q3
Theresa Frazier,beanie baby,Massachusetts,81.04,Q3
Stephen Baker,snake,Florida,4353.91,Q3
Alice McGuire,401k,Florida,4627.30,Q3
Birdie Carter,401k,Texas,3172.23,Q3
Troy Ballard,beanie baby,Florida,9858.70,Q3
Addie Sutton,watermelon,New York,5252.22,Q3
Nora Brooks,watermelon,Texas,8032.17,Q3
Alice McGuire,401k,Massachusetts,5495.67,Q3
